pokemon_id,team_id,regulation,game_name,pokemon_name,type1,type2,ability,teratype,nature,bst,hp,atk,def,sp_atk,sp_def,spd
443,14,Regulation Set B,grunge (Corviknight),Corviknight,Flying,Steel,Mirror Armor,Dragon,Adamant,495,98,87,105,53,85,67
450,28,Regulation Set B,8rut3 80nn3t (Amoonguss),Amoonguss,Grass,Poison,Regenerator,Water,Sassy,464,114,85,70,85,80,30
451,28,Regulation Set B,D0nph4n (Great Tusk),Great Tusk,Ground,Fighting,Protosynthesis,Ground,Adamant,570,115,131,131,53,53,87
452,28,Regulation Set B,M15dr34vu5 (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Steel,Timid,570,55,55,55,135,135,135
453,28,Regulation Set B,D3l1b1rd (Iron Bundle),Iron Bundle,Ice,Water,Quark Drive,Ice,Timid,570,56,80,114,124,60,136
454,28,Regulation Set B,1r0n Th0rn5 (Tyranitar),Tyranitar,Rock,Dark,Sand Stream,Flying,Adamant,600,100,134,110,95,100,61
455,28,Regulation Set B,G4l3 W1ng5 (Talonflame),Talonflame,Fire,Flying,Gale Wings,Grass,Jolly,499,78,81,71,74,69,126
456,29,Regulation Set B,Palafin,Palafin (Hero Form),Water,,Zero to Hero,Water,Adamant,650,100,160,97,106,87,100
457,29,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
458,29,Regulation Set B,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Dark,Sassy,464,114,85,70,85,80,30
459,29,Regulation Set B,Dragonite,Dragonite,Dragon,Flying,Multiscale,Flying,Adamant,600,91,134,95,100,100,80
460,29,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
461,29,Regulation Set B,Ceruledge,Ceruledge,Fire,Ghost,Flash Fire,Steel,Adamant,525,75,125,80,60,100,85
462,30,Regulation Set B,Midway (Amoonguss),Amoonguss,Grass,Poison,Regenerator,Water,Relaxed,464,114,85,70,85,80,30
463,30,Regulation Set B,IntoTheFire (Armarouge),Armarouge,Fire,Psychic,Flash Fire,Grass,Modest,525,85,60,100,125,80,75
464,30,Regulation Set B,Bismarck (Gyarados),Gyarados,Water,Flying,Intimidate,Flying,Jolly,540,95,125,79,60,100,81
465,30,Regulation Set B,Gott Mit Uns (Hydreigon),Hydreigon,Dark,Dragon,Levitate,Ghost,Modest,600,92,105,90,125,90,98
466,30,Regulation Set B,Shiroyama (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
467,30,Regulation Set B,Panzerkampf (Iron Treads),Iron Treads,Ground,Steel,Quark Drive,Steel,Jolly,570,90,112,120,72,70,106
468,31,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Steel,Adamant,570,154,140,108,50,68,50
469,31,Regulation Set B,Hatterene,Hatterene,Psychic,Fairy,Magic Bounce,Fairy,Quiet,510,57,90,95,136,103,29
470,31,Regulation Set B,Torkoal,Torkoal,Fire,,Drought,Grass,Quiet,470,70,85,140,85,70,20
471,31,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Modest,570,55,55,55,135,135,135
472,31,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Dark,Jolly,555,90,110,80,100,80,95
473,31,Regulation Set B,Bombirdier,Bombirdier,Flying,Dark,Rocky Payload,Rock,Brave,485,70,103,85,60,85,82
474,32,Regulation Set B,Indeedee-F,Indeedee (Female),Psychic,Normal,Psychic Surge,Fairy,Calm,475,70,55,65,95,105,85
475,32,Regulation Set B,Armarouge,Armarouge,Fire,Psychic,Flash Fire,Grass,Modest,525,85,60,100,125,80,75
476,32,Regulation Set B,Maushold-Four,Maushold (Family of Four),Normal,,Friend Guard,Ghost,Careful,470,74,75,70,65,75,111
477,32,Regulation Set B,Brute Bonnet,Brute Bonnet,Grass,Dark,Protosynthesis,Water,Adamant,570,111,127,99,79,99,55
478,32,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Brave,570,154,140,108,50,68,50
479,32,Regulation Set B,Baxcalibur,Baxcalibur,Dragon,Ice,Thermal Exchange,Water,Adamant,600,115,145,92,75,86,87
480,33,Regulation Set B,Kingambit,Kingambit,Dark,Steel,Defiant,Fire,Adamant,550,100,135,120,60,85,50
481,33,Regulation Set B,Sylveon,Sylveon,Fairy,,Pixilate,Water,Modest,525,95,65,65,110,130,60
482,33,Regulation Set B,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Jolly,590,105,139,71,55,101,119
483,33,Regulation Set B,Maushold-Four,Maushold (Family of Four),Normal,,Friend Guard,Ghost,Careful,470,74,75,70,65,75,111
484,33,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Dark,Jolly,555,90,110,80,100,80,95
485,33,Regulation Set B,Sandy Shocks,Sandy Shocks,Electric,Ground,Protosynthesis,Bug,Timid,570,85,81,97,121,85,101
486,37,Regulation Set B,GMA (Palafin),Palafin (Hero Form),Water,,Zero to Hero,Water,Adamant,650,100,160,97,106,87,100
487,37,Regulation Set B,Summer (Gholdengo),Gholdengo,Steel,Ghost,Good as Gold,Steel,Timid,550,87,60,95,133,91,84
488,37,Regulation Set B,Pl00ch (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
489,37,Regulation Set B,Mermis (Amoonguss),Amoonguss,Grass,Poison,Regenerator,Dark,Calm,464,114,85,70,85,80,30
490,37,Regulation Set B,Sandy (Dragonite),Dragonite,Dragon,Flying,Multiscale,Flying,Adamant,600,91,134,95,100,100,80
491,37,Regulation Set B,Emforbes (Pelipper),Pelipper,Water,Flying,Drizzle,Flying,Modest,440,60,50,100,95,70,65
492,38,Regulation Set B,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Water,Timid,550,87,60,95,133,91,84
493,38,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
494,38,Regulation Set B,Mimikyu,Mimikyu,Ghost,Fairy,Disguise,Ghost,Adamant,476,55,90,80,50,105,96
495,38,Regulation Set B,Tauros-Paldea-Blaze,Tauros (Blaze Breed),Fighting,Fire,Intimidate,Water,Jolly,490,75,110,105,30,70,100
496,38,Regulation Set B,Maushold,Maushold (Family of Three),Normal,,Friend Guard,Ghost,Jolly,470,74,75,70,65,75,111
497,38,Regulation Set B,Dragonite,Dragonite,Dragon,Flying,Inner Focus,Flying,Adamant,600,91,134,95,100,100,80
498,40,Regulation Set B,Dondozo,Dondozo,Water,,Unaware,Steel,Adamant,530,150,100,115,65,65,35
499,40,Regulation Set B,Tatsugiri-Stretchy,Tatsugiri (Stretchy Form),Dragon,Water,Commander,Water,Timid,475,68,50,60,120,95,82
500,40,Regulation Set B,Dragonite,Dragonite,Dragon,Flying,Multiscale,Flying,Adamant,600,91,134,95,100,100,80
501,40,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Normal,Adamant,555,90,110,80,100,80,95
502,40,Regulation Set B,Iron Moth,Iron Moth,Fire,Poison,Quark Drive,Ghost,Timid,570,80,70,60,140,110,110
503,40,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Modest,570,55,55,55,135,135,135
504,41,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Grass,Careful,555,90,110,80,100,80,95
505,41,Regulation Set B,Bellibolt,Bellibolt,Electric,,Electromorphosis,Water,Quiet,495,109,64,91,103,83,45
506,41,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
507,41,Regulation Set B,Torkoal,Torkoal,Fire,,Drought,Flying,Calm,470,70,85,140,85,70,20
508,41,Regulation Set B,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Fire,Jolly,590,105,139,71,55,101,119
509,41,Regulation Set B,Great Tusk,Great Tusk,Ground,Fighting,Protosynthesis,Grass,Jolly,570,115,131,131,53,53,87
510,43,Regulation Set B,Arcanine (M),Arcanine,Fire,,Intimidate,Grass,Jolly,555,90,110,80,100,80,95
511,43,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
512,43,Regulation Set B,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Water,Timid,550,87,60,95,133,91,84
513,43,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
514,43,Regulation Set B,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Jolly,590,105,139,71,55,101,119
515,43,Regulation Set B,Amoonguss (M),Amoonguss,Grass,Poison,Regenerator,Water,Relaxed,464,114,85,70,85,80,30
516,44,Regulation Set B,Dondozo,Dondozo,Water,,Unaware,Steel,Adamant,530,150,100,115,65,65,35
518,44,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
519,44,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Water,Timid,570,56,80,114,124,60,136
520,44,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Grass,Jolly,555,90,110,80,100,80,95
521,44,Regulation Set B,Tyranitar,Tyranitar,Rock,Dark,Sand Stream,Grass,Adamant,600,100,134,110,95,100,61
522,45,Regulation Set B,Talonflame,Talonflame,Fire,Flying,Gale Wings,Ghost,Jolly,499,78,81,71,74,69,126
523,45,Regulation Set B,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
525,45,Regulation Set B,Dondozo,Dondozo,Water,,Unaware,Steel,Adamant,530,150,100,115,65,65,35
526,45,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Dark,Jolly,555,90,110,80,100,80,95
527,45,Regulation Set B,Pawmot,Pawmot,Electric,Fighting,Natural Cure,Electric,Jolly,490,70,115,70,70,60,105
528,46,Regulation Set B,Grimmsnarl,Grimmsnarl,Dark,Fairy,Prankster,Ghost,Careful,510,95,120,65,95,75,60
529,46,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Fire,Adamant,555,90,110,80,100,80,95
530,46,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
531,46,Regulation Set B,Gastrodon,Gastrodon,Water,Ground,Storm Drain,Fire,Quiet,475,111,83,68,92,82,39
532,46,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Rock,Modest,570,55,55,55,135,135,135
533,46,Regulation Set B,Talonflame,Talonflame,Fire,Flying,Gale Wings,Ghost,Jolly,499,78,81,71,74,69,126
534,47,Regulation Set B,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
535,47,Regulation Set B,Meowscarada,Meowscarada,Grass,Dark,Overgrow,Grass,Adamant,530,76,110,70,81,70,123
536,47,Regulation Set B,Ceruledge,Ceruledge,Fire,Ghost,Flash Fire,Grass,Adamant,525,75,125,80,60,100,85
537,47,Regulation Set B,Dragapult,Dragapult,Dragon,Ghost,Clear Body,Dragon,Jolly,600,88,120,75,100,75,142
538,47,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
539,47,Regulation Set B,Grimmsnarl,Grimmsnarl,Dark,Fairy,Prankster,Ghost,Careful,510,95,120,65,95,75,60
540,48,Regulation Set B,Mermaid Man (Dondozo),Dondozo,Water,,Unaware,Steel,Adamant,530,150,100,115,65,65,35
542,48,Regulation Set B,Bubble Bass (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
543,48,Regulation Set B,Man Ray (Armarouge),Armarouge,Fire,Psychic,Flash Fire,Dark,Quiet,525,85,60,100,125,80,75
544,48,Regulation Set B,Mindy (Indeedee-F),Indeedee (Female),Psychic,Normal,Psychic Surge,Fairy,Bold,475,70,55,65,95,105,85
545,48,Regulation Set B,Kevin (Brute Bonnet),Brute Bonnet,Grass,Dark,Protosynthesis,Fairy,Adamant,570,111,127,99,79,99,55
546,49,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Ghost,Timid,570,55,55,55,135,135,135
547,49,Regulation Set B,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Calm,464,114,85,70,85,80,30
548,49,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Dark,Jolly,555,90,110,80,100,80,95
549,49,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Fire,Adamant,570,154,140,108,50,68,50
550,49,Regulation Set B,Gothitelle,Gothitelle,Psychic,,Shadow Tag,Steel,Calm,490,70,55,95,95,110,65
551,49,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Water,Timid,570,56,80,114,124,60,136
552,50,Regulation Set B,Robot Rock (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Grass,Brave,570,154,140,108,50,68,50
553,50,Regulation Set B,Rockstar Made (Brute Bonnet),Brute Bonnet,Grass,Dark,Protosynthesis,Fairy,Adamant,570,111,127,99,79,99,55
554,50,Regulation Set B,I Am A Rock (Stonjourner),Stonjourner,Rock,,Power Spot,Rock,Adamant,470,100,125,135,20,20,70
555,50,Regulation Set B,Rock Parade (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
556,50,Regulation Set B,Afro Rock (Armarouge),Armarouge,Fire,Psychic,Flash Fire,Grass,Quiet,525,85,60,100,125,80,75
557,50,Regulation Set B,Za Rokku (Indeedee-F),Indeedee (Female),Psychic,Normal,Psychic Surge,Fairy,Bold,475,70,55,65,95,105,85
558,51,Regulation Set B,forever (Maushold-Four),Maushold (Family of Four),Normal,,Friend Guard,Ghost,Jolly,470,74,75,70,65,75,111
559,51,Regulation Set B,pink diamond (Gholdengo),Gholdengo,Steel,Ghost,Good as Gold,Steel,Timid,550,87,60,95,133,91,84
560,51,Regulation Set B,visions (Iron Bundle),Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
561,51,Regulation Set B,claws (Dragonite),Dragonite,Dragon,Flying,Inner Focus,Flying,Adamant,600,91,134,95,100,100,80
562,51,Regulation Set B,detonate (Great Tusk),Great Tusk,Ground,Fighting,Protosynthesis,Ground,Jolly,570,115,131,131,53,53,87
563,51,Regulation Set B,anthems (Volcarona),Volcarona,Bug,Fire,Flame Body,Water,Timid,550,85,60,65,135,105,100
565,52,Regulation Set B,BOM DIA (Dondozo) (F),Dondozo,Water,,Unaware,Steel,Adamant,530,150,100,115,65,65,35
566,52,Regulation Set B,Hortensia (Volcarona) (F),Volcarona,Bug,Fire,Flame Body,Water,Timid,550,85,60,65,135,105,100
567,52,Regulation Set B,Dawnspear (Annihilape) (M),Annihilape,Fighting,Ghost,Defiant,Fire,Adamant,535,110,115,80,50,90,90
568,52,Regulation Set B,1899 (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
569,52,Regulation Set B,Jee mains (Maushold),Maushold (Family of Three),Normal,,Friend Guard,Ghost,Jolly,470,74,75,70,65,75,111
571,53,Regulation Set B,Dondozo,Dondozo,Water,,Unaware,Steel,Adamant,530,150,100,115,65,65,35
572,53,Regulation Set B,Volcarona,Volcarona,Bug,Fire,Flame Body,Water,Modest,550,85,60,65,135,105,100
573,53,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
574,53,Regulation Set B,Kingambit,Kingambit,Dark,Steel,Defiant,Fairy,Adamant,550,100,135,120,60,85,50
575,53,Regulation Set B,Brute Bonnet,Brute Bonnet,Grass,Dark,Protosynthesis,Poison,Adamant,570,111,127,99,79,99,55
576,54,Regulation Set B,Petunia (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Grass,Brave,570,154,140,108,50,68,50
577,54,Regulation Set B,Gort (Sandy Shocks),Sandy Shocks,Electric,Ground,Protosynthesis,Grass,Timid,570,85,81,97,121,85,101
578,54,Regulation Set B,Queen (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
579,54,Regulation Set B,Kevin (Espathra),Espathra,Psychic,,Speed Boost,Ghost,Timid,481,95,60,60,101,60,105
580,54,Regulation Set B,Big Ounce (Amoonguss),Amoonguss,Grass,Poison,Regenerator,Dark,Sassy,464,114,85,70,85,80,30
581,54,Regulation Set B,Pobbers (Arcanine),Arcanine,Fire,,Intimidate,Grass,Careful,555,90,110,80,100,80,95
582,55,Regulation Set B,Armarouge,Armarouge,Fire,Psychic,Flash Fire,Grass,Modest,525,85,60,100,125,80,75
583,55,Regulation Set B,Indeedee-F,Indeedee (Female),Psychic,Normal,Psychic Surge,Fairy,Bold,475,70,55,65,95,105,85
584,55,Regulation Set B,Annihilape,Annihilape,Fighting,Ghost,Defiant,Fire,Adamant,535,110,115,80,50,90,90
585,55,Regulation Set B,Torkoal,Torkoal,Fire,,Drought,Fire,Quiet,470,70,85,140,85,70,20
586,55,Regulation Set B,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Jolly,590,105,139,71,55,101,119
587,55,Regulation Set B,Hatterene,Hatterene,Psychic,Fairy,Magic Bounce,Water,Quiet,510,57,90,95,136,103,29
588,56,Regulation Set B,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Sassy,464,114,85,70,85,80,30
589,56,Regulation Set B,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Jolly,590,105,139,71,55,101,119
590,56,Regulation Set B,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
591,56,Regulation Set B,Palafin,Palafin (Hero Form),Water,,Zero to Hero,Water,Adamant,650,100,160,97,106,87,100
592,56,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Dark,Jolly,555,90,110,80,100,80,95
593,56,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
594,57,Regulation Set B,Alisnarl (Grimmsnarl),Grimmsnarl,Dark,Fairy,Prankster,Ghost,Careful,510,95,120,65,95,75,60
595,57,Regulation Set B,Draxcanine (Arcanine),Arcanine,Fire,,Intimidate,Water,Adamant,555,90,110,80,100,80,95
596,57,Regulation Set B,Apollos (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
597,57,Regulation Set B,Perthquake (Gastrodon),Gastrodon,Water,Ground,Storm Drain,Fire,Modest,475,111,83,68,92,82,39
598,57,Regulation Set B,Dragonite,Dragonite,Dragon,Flying,Multiscale,Flying,Adamant,600,91,134,95,100,100,80
599,57,Regulation Set B,Talonflame,Talonflame,Fire,Flying,Gale Wings,Ghost,Jolly,499,78,81,71,74,69,126
600,58,Regulation Set B,Psyed Chick (Armarouge),Armarouge,Fire,Psychic,Flash Fire,Grass,Modest,525,85,60,100,125,80,75
601,58,Regulation Set B,EXTRA THICC (Indeedee-F),Indeedee (Female),Psychic,Normal,Psychic Surge,Fairy,Bold,475,70,55,65,95,105,85
602,58,Regulation Set B,Moonveil (Roaring Moon),Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Jolly,590,105,139,71,55,101,119
603,58,Regulation Set B,Chrismagius (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
604,58,Regulation Set B,Catch Deez (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Steel,Brave,570,154,140,108,50,68,50
605,58,Regulation Set B,FunGuySis (Amoonguss),Amoonguss,Grass,Poison,Regenerator,Water,Relaxed,464,114,85,70,85,80,30
642,68,Regulation Set B,Kim (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Grass,Brave,570,154,140,108,50,68,50
643,68,Regulation Set B,Osimhen (Roaring Moon),Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Adamant,590,105,139,71,55,101,119
644,68,Regulation Set B,Di Lorenzo (Arcanine) (M),Arcanine,Fire,,Intimidate,Water,Jolly,555,90,110,80,100,80,95
645,68,Regulation Set B,Kvara 77 (Iron Bundle),Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
646,68,Regulation Set B,Meret (Amoonguss) (F),Amoonguss,Grass,Poison,Regenerator,Water,Sassy,464,114,85,70,85,80,30
647,68,Regulation Set B,Raspadori (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Ground,Timid,570,55,55,55,135,135,135
648,69,Regulation Set B,Cemento (Grimmsnarl),Grimmsnarl,Dark,Fairy,Prankster,Ghost,Impish,510,95,120,65,95,75,60
649,69,Regulation Set B,macaco (Annihilape),Annihilape,Fighting,Ghost,Defiant,Fire,Adamant,535,110,115,80,50,90,90
650,69,Regulation Set B,mario (Gastrodon-East),Gastrodon,Water,Ground,Storm Drain,Fire,Bold,475,111,83,68,92,82,39
651,69,Regulation Set B,Puro (Arcanine),Arcanine,Fire,,Intimidate,Grass,Jolly,555,90,110,80,100,80,95
652,69,Regulation Set B,MASSA (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
653,69,Regulation Set B,sporini (Amoonguss),Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
654,70,Regulation Set B,Orthworm (F),Orthworm,Steel,,Earth Eater,Ghost,Brave,480,70,85,145,60,55,65
655,70,Regulation Set B,Indeedee-F,Indeedee (Female),Psychic,Normal,Psychic Surge,Fairy,Bold,475,70,55,65,95,105,85
656,70,Regulation Set B,Armarouge (M),Armarouge,Fire,Psychic,Flash Fire,Grass,Modest,525,85,60,100,125,80,75
657,70,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Steel,Adamant,570,154,140,108,50,68,50
658,70,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Water,Timid,570,56,80,114,124,60,136
659,70,Regulation Set B,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Adamant,590,105,139,71,55,101,119
660,71,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
661,71,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
662,71,Regulation Set B,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Adamant,590,105,139,71,55,101,119
663,71,Regulation Set B,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Dark,Sassy,464,114,85,70,85,80,30
664,71,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Water,Careful,555,90,110,80,100,80,95
665,71,Regulation Set B,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Water,Timid,550,87,60,95,133,91,84
666,72,Regulation Set B,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Adamant,590,105,139,71,55,101,119
667,72,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
668,72,Regulation Set B,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Relaxed,464,114,85,70,85,80,30
669,72,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Dark,Careful,555,90,110,80,100,80,95
670,72,Regulation Set B,Garganacl,Garganacl,Rock,,Purifying Salt,Ghost,Careful,500,100,100,130,45,90,35
671,72,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
673,73,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
674,73,Regulation Set B,Iron Moth,Iron Moth,Fire,Poison,Quark Drive,Ghost,Timid,570,80,70,60,140,110,110
675,73,Regulation Set B,Kingambit,Kingambit,Dark,Steel,Defiant,Flying,Adamant,550,100,135,120,60,85,50
676,73,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Ghost,Modest,570,55,55,55,135,135,135
677,73,Regulation Set B,Dondozo,Dondozo,Water,,Unaware,Fairy,Careful,530,150,100,115,65,65,35
678,74,Regulation Set B,Tatsugiri-Stretchy,Tatsugiri (Stretchy Form),Dragon,Water,Commander,Dragon,Timid,475,68,50,60,120,95,82
679,74,Regulation Set B,Dondozo,Dondozo,Water,,Unaware,Water,Adamant,530,150,100,115,65,65,35
680,74,Regulation Set B,Dragonite,Dragonite,Dragon,Flying,Multiscale,Normal,Adamant,600,91,134,95,100,100,80
681,74,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
682,74,Regulation Set B,Iron Moth,Iron Moth,Fire,Poison,Quark Drive,Ghost,Timid,570,80,70,60,140,110,110
683,74,Regulation Set B,Baxcalibur,Baxcalibur,Dragon,Ice,Thermal Exchange,Ground,Jolly,600,115,145,92,75,86,87
684,75,Regulation Set B,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Jolly,590,105,139,71,55,101,119
685,75,Regulation Set B,Palafin,Palafin (Hero Form),Water,,Zero to Hero,Water,Jolly,650,100,160,97,106,87,100
686,75,Regulation Set B,Pelipper,Pelipper,Water,Flying,Keen Eye,Water,Timid,440,60,50,100,95,70,65
687,75,Regulation Set B,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Normal,Timid,550,87,60,95,133,91,84
688,75,Regulation Set B,Great Tusk,Great Tusk,Ground,Fighting,Protosynthesis,Ground,Jolly,570,115,131,131,53,53,87
689,75,Regulation Set B,Kingambit,Kingambit,Dark,Steel,Defiant,Fairy,Adamant,550,100,135,120,60,85,50
690,76,Regulation Set B,Tyranitar,Tyranitar,Rock,Dark,Sand Stream,Dark,Adamant,600,100,134,110,95,100,61
692,76,Regulation Set B,Indeedee-F,Indeedee (Female),Psychic,Normal,Psychic Surge,Fairy,Bold,475,70,55,65,95,105,85
693,76,Regulation Set B,Armarouge,Armarouge,Fire,Psychic,Weak Armor,Grass,Modest,525,85,60,100,125,80,75
694,76,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
695,76,Regulation Set B,Iron Moth,Iron Moth,Fire,Poison,Quark Drive,Grass,Modest,570,80,70,60,140,110,110
696,77,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
697,77,Regulation Set B,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Timid,550,87,60,95,133,91,84
698,77,Regulation Set B,Dragonite,Dragonite,Dragon,Flying,Multiscale,Flying,Adamant,600,91,134,95,100,100,80
699,77,Regulation Set B,Murkrow,Murkrow,Dark,Flying,Prankster,Dark,Calm,405,60,85,42,85,42,91
700,77,Regulation Set B,Dondozo,Dondozo,Water,,Unaware,Grass,Careful,530,150,100,115,65,65,35
701,77,Regulation Set B,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Dark,Calm,464,114,85,70,85,80,30
702,78,Regulation Set B,Vivillon-Fancy,Vivillon,Bug,Flying,Friend Guard,Ghost,Timid,411,80,52,50,90,50,89
